N;Name;Symbol;Market Cap;Price;Circulating Supply;Volume (24h);1h;24h;7d
505;Bloom;BLT;$4 724 249;$0,097121;48 642 697 *;$304 459;3,15%;10,88%;49,10%
506;BaaSid;BAAS;$4 700 195;$0,001129;4 164 525 852 *;$135 590;0,21%;-5,68%;-38,78%
507;Remme;REM;$4 690 138;$0,007635;614 315 410 *;$321 911;-18,45%;5,99%;-13,92%
508;LTO Network;LTO;$4 686 223;$0,111429;42 055 710 *;$1 722 412;1,00%;1,29%;17,72%
509;Etheroll;DICE;$4 677 350;$0,668038;7 001 623 *;$27 639;0,91%;-0,38%;1,75%
510;Paragon;PRG;$4 671 844;$0,071945;64 936 526 *;$31 038;-1,00%;4,49%;2,80%
511;Safe Haven;SHA;$4 670 593;$0,001554;3 005 855 396 *;$91 412;6,09%;10,05%;-1,41%
512;Fortuna;FOTA;$4 648 143;$0,009684;479 997 016 *;$893 408;-0,64%;-1,89%;-10,03%
513;U Network;UUU;$4 591 914;$0,000732;6 272 098 566 *;$29 630;0,29%;-1,07%;4,87%
514;Hashgard;GARD;$4 580 416;$0,000092;49 852 238 225 *;$560 437;0,77%;6,61%;12,74%
515;SPINDLE;SPD;$4 566 509;$0,001445;3 160 236 136 *;$129 501;0,03%;-39,23%;11,58%
516;NAGA;NGC;$4 543 243;$0,063647;71 382 450 *;$1 154 265;1,13%;16,55%;15,18%
517;BitMart Token;BMX;$4 512 498;$0,032946;136 967 683 *;$148 515;0,46%;-4,46%;-10,64%
518;DADI;DADI;$4 481 643;$0,059584;75 215 200 *;$317 391;-0,11%;0,67%;-7,61%
519;ZPER;ZPR;$4 480 817;$0,003533;1 268 172 407 *;$13 165;0,32%;19,15%;16,58%
520;Esportbits;HLT;$4 471 049;$0,224187;19 943 360 *;$74 828;2,35%;-0,13%;-19,68%
521;ATN;ATN;$4 466 342;$0,052980;84 302 524 *;$62 336;0,57%;-0,46%;-6,89%
522;SpankChain;SPANK;$4 455 616;$0,014850;300 043 386 *;$20 058;0,11%;8,23%;20,11%
523;COSS;COSS;$4 396 096;$0,036827;119 372 705 *;$35 661;1,31%;-7,13%;-9,68%
524;Wings;WINGS;$4 395 828;$0,045583;96 435 286 *;$25 414;0,59%;0,38%;2,31%
525;PTON;PTON;$4 381 395;$0,000580;7 559 004 548 *;$16 316;2,36%;8,44%;-6,00%
526;HTMLCOIN;HTML;$4 378 792;$0,000083;53 067 332 240;$19 049;-8,45%;15,64%;7,57%
527;SIX;SIX;$4 372 057;$0,015969;273 776 596 *;$93 362;-1,32%;8,52%;12,98%
528;Polybius;PLBT;$4 367 424;$1,10;3 969 565 *;$2 184;0,41%;14,81%;-4,95%
529;Zen Protocol;ZP;$4 366 817;$0,232745;18 762 205;$4 034;1,45%;12,09%;-1,90%
530;Covesting;COV;$4 353 007;$0,241834;18 000 000 *;$11 042;0,29%;1,67%;-8,46%
531;ChatCoin;CHAT;$4 343 182;$0,006294;690 000 640 *;$644 979;0,24%;-1,08%;-2,81%
532;ECC;ECC;$4 341 578;$0,000174;25 000 000 000 *;$3 086;0,22%;1,55%;-28,57%
533;Unikoin Gold;UKG;$4 330 254;$0,030108;143 822 371 *;$130 539;0,21%;22,36%;18,85%
534;Ink;INK;$4 317 269;$0,009306;463 910 527 *;$4 229 424;-4,24%;0,93%;-21,64%
535;NativeCoin;N8V;$4 309 851;$0,233837;18 430 975;$1 331;0,23%;-3,39%;-4,74%
536;Olympus Labs;MOT;$4 305 894;$0,111841;38 500 000 *;$5 435;0,53%;-6,88%;11,33%
537;Diamond;DMD;$4 298 697;$1,33;3 224 461;$3 520;1,87%;-1,69%;8,70%
538;Safex Token;SFT;$4 283 772;$0,004859;881 678 748 *;$11 013;0,26%;-2,68%;-24,51%
539;Darico Ecosys...;DEC;$4 280 749;$0,083051;51 543 807 *;$3 652;1,72%;-2,34%;-14,05%
540;MARK.SPACE;MRK;$4 272 131;$0,005594;763 655 757 *;$137 490;5,74%;7,00%;-5,87%
541;bitUSD;BITUSD;$4 249 025;$1,02;4 167 890 *;$61 425;0,58%;0,75%;-1,16%
542;Zebi;ZCO;$4 241 943;$0,006787;625 000 000 *;$1 828 410;0,86%;-6,71%;-16,61%
543;Cashbery Coin;CBC;$4 224 281;$0,064041;65 962 024;$5 568;-0,20%;-1,33%;26,31%
544;AIDUS TOKEN;AID;$4 223 694;$0,026398;160 000 000 *;$1 536 981;0,16%;0,65%;-4,19%
545;Peerplays;PPY;$4 216 228;$0,936619;4 501 541 *;$130 292;1,11%;0,55%;0,32%
546;Delphy;DPY;$4 215 133;$0,073929;57 016 334 *;$992 555;-0,95%;-2,60%;-5,11%
547;Crown;CRW;$4 200 128;$0,188242;22 312 425;$184 866;-0,74%;10,73%;25,19%
548;Digix Gold Token;DGX;$4 187 297;$41,70;100 411 *;$9 666;0,38%;0,50%;-1,12%
549;GET Protocol;GET;$4 175 221;$0,366625;11 388 258 *;$1 220;0,63%;-1,97%;7,70%
550;LinkEye;LET;$4 167 540;$0,006946;600 000 000 *;$6 856 592;0,24%;0,43%;-14,21%
551;Smartshare;SSP;$4 147 335;$0,000894;4 639 918 911 *;$136 228;0,69%;0,81%;-14,41%
552;CloakCoin;CLOAK;$4 123 556;$0,778331;5 297 944 *;$671 775;-9,69%;-2,80%;4,76%
553;Radium;RADS;$4 097 268;$1,15;3 562 285 *;$10 174;0,72%;5,38%;3,42%
554;INMAX;INX;$4 093 816;$1,20;3 412 887 *;$25 962;-0,28%;-1,55%;-16,44%
555;SpaceChain;SPC;$4 064 594;$0,007878;515 923 518 *;$261 255;1,14%;2,86%;5,65%
556;ICE ROCK MINING;ROCK2;$4 046 705;$0,257403;15 721 272 *;$312 226;1,54%;1,73%;1,04%
557;Vanta Network;VNT;$4 021 643;$0,001430;2 812 526 833 *;$2 878 318;-0,41%;0,38%;39,81%
558;IntelliShare;INE;$3 997 275;$0,025484;156 856 239 *;$4 337 311;0,32%;0,69%;8,14%
559;KickCoin;KICK;$3 883 369;$0,003187;1 218 533 491 *;$751 947;0,26%;0,27%;-9,32%
560;Morpheus Labs;MITX;$3 862 482;$0,018788;205 577 285 *;$357 399;3,01%;6,23%;1,37%
561;Mooncoin;MOON;$3 859 891;$0,000017;225 677 064 887;$694;0,27%;0,14%;8,56%
562;OTOCASH;OTO;$3 858 202;$0,135638;28 444 765;$4 069;0,21%;1,55%;10,17%
563;VeriCoin;VRC;$3 856 630;$0,121500;31 741 809;$397 820;0,80%;4,62%;21,69%
564;EveryCoin ;EVY;$3 821 485;$0,000407;9 380 000 000 *;$197 927;0,35%;-8,90%;16,40%
565;DecentBet;DBET;$3 803 583;$0,020169;188 585 340 *;$1 250;0,87%;-9,87%;-28,18%
566;PolySwarm;NCT;$3 790 217;$0,002451;1 546 457 130 *;$278 818;-1,26%;-4,14%;5,40%
567;Ulord;UT;$3 787 451;$0,042052;90 066 758 *;$516 696;0,23%;1,02%;-6,44%
568;Wowbit;WWB;$3 784 262;$0,013623;277 777 778 *;$738 972;0,11%;3,69%;-19,84%
569;MIR COIN;MIR;$3 742 952;$0,006037;620 041 495;$396 936;0,21%;5,25%;13,42%
570;Lendingblock;LND;$3 727 939;$0,005117;728 499 330 *;$38 253;-1,98%;-2,57%;-9,48%
571;Noku;NOKU;$3 718 695;$0,156399;23 777 028 *;$21 274;-2,10%;-1,17%;-1,59%
572;XMax;XMX;$3 696 715;$0,000324;11 408 298 047 *;$280 439;0,25%;-0,80%;2,87%
573;DIMCOIN;DIM;$3 678 350;$0,001750;2 102 483 276 *;$1 876;0,21%;32,30%;52,43%
574;nOS;NOS;$3 668 948;$0,035795;102 500 000 *;$99 568;-0,44%;0,87%;-5,85%
575;SureRemit;RMT;$3 663 211;$0,007326;500 000 000 *;$25 325;2,91%;25,42%;62,27%
576;Flowchain;FLC;$3 653 462;$5,29;690 073 *;$409 379;0,44%;-2,27%;-3,30%
577;Myriad;XMY;$3 620 902;$0,002165;1 672 369 500;$3 348;2,49%;3,57%;-0,64%
578;NuShares;NSR;$3 620 815;$0,001304;2 777 600 756 *;$11 656;0,23%;-15,35%;-8,62%
579;FintruX Network;FTX;$3 614 666;$0,038049;95 000 000 *;$1 897;0,23%;-5,85%;13,04%
580;Vexanium;VEX;$3 601 655;$0,006746;533 918 298 *;$103 829;-0,92%;0,99%;21,62%
581;TE-FOOD;TFD;$3 598 690;$0,007053;510 225 388 *;$16 105;-0,65%;-1,55%;-3,29%
582;Wixlar;WIX;$3 529 641;$0,012447;283 569 068 *;$284 701;-19,05%;14,29%;25,85%
583;Merculet;MVP;$3 522 738;$0,001273;2 767 519 230 *;$933 256;-0,72%;-10,14%;23,07%
584;Global Crypto...;GCC;$3 485 290;$0,002779;1 254 328 701 *;$1 065;0,23%;4,82%;-11,83%
585;Rotharium;RTH;$3 466 332;$1,03;3 357 270 *;$4 523;-3,45%;9,99%;-5,40%
586;carVertical;CV;$3 461 357;$0,000449;7 713 525 754 *;$9 776;-0,75%;0,98%;-0,40%
587;Brickblock;BBK;$3 437 209;$0,045749;75 131 283 *;$31 163;0,94%;-1,43%;-13,89%
588;Online;OIO;$3 422 779;$0,003900;877 660 690 *;$4 034;0,54%;-60,09%;-32,88%
589;Nasdacoin;NSD;$3 392 627;$0,169774;19 983 173;$292 269;-1,14%;3,86%;-18,26%
590;Gene Source C...;GENE;$3 350 000;$0,009031;370 944 799 *;$27 438;1,04%;0,89%;-15,16%
591;Insureum;ISR;$3 349 670;$0,018872;177 494 864 *;$136 640;0,34%;3,08%;49,53%
592;GoldCoin;GLC;$3 349 455;$0,080396;41 662 072;$9 690;0,06%;1,84%;0,83%
593;I/O Coin;IOC;$3 337 194;$0,191029;17 469 526 *;$1 443;0,23%;3,93%;-14,47%
594;Cloudbric;CLB;$3 324 724;$0,008389;396 302 761 *;$636 261;-0,36%;-4,40%;30,60%
595;PotCoin;POT;$3 318 710;$0,014935;222 216 964;$9 086;0,41%;13,87%;1,31%
596;Traceability ...;TAC;$3 292 831;$0,005450;604 240 236 *;$168 519;0,48%;-2,04%;-11,55%
597;XEL;XEL;$3 275 025;$0,035724;91 676 277 *;$52 687;0,34%;2,31%;29,77%
598;Lamden;TAU;$3 264 881;$0,022957;142 215 728 *;$7 272;5,40%;1,07%;-2,48%
599;Bitcoin Atom;BCA;$3 206 211;$0,174072;18 418 931;$1 612;-0,20%;1,17%;-5,38%
600;Haven Protocol;XHV;$3 188 109;$0,406175;7 849 101 *;$403 143;0,62%;6,16%;16,87%
601;Diamond Platf...;DPT;$3 172 072;$8,85;358 453 *;$94 777;0,11%;1,10%;4,82%
602;Hxro;HXRO;$3 165 752;$0,047039;67 300 343 *;$2 746;0,23%;0,25%;-2,94%
603;VINchain;VIN;$3 162 430;$0,006587;480 108 901 *;$203 059;1,38%;-0,56%;0,62%
604;BABB;BAX;$3 139 287;$0,000149;20 999 999 999 *;$11 349;0,32%;0,90%;-11,04%
605;NeoWorld Cash;NASH;$3 135 122;$0,000229;13 665 493 238 *;$382 296;1,11%;-0,85%;-6,64%
606;Constellation;DAG;$3 109 693;$0,003002;1 035 713 603 *;$169 733;0,09%;1,45%;62,51%
607;Rublix;RBLX;$3 090 695;$0,148725;20 781 284 *;$34 981;0,62%;4,94%;-24,23%
608;SIBCoin;SIB;$3 060 357;$0,173916;17 596 764;$6 944 187;-1,94%;37,77%;144,62%
609;Footballcoin;XFC;$3 051 887;$0,008146;374 660 526 *;$3 962;0,10%;0,88%;1,37%
610;Xaurum;XAUR;$3 026 866;$0,034935;86 642 941 *;$12 922;-6,92%;-17,80%;9,24%
611;Dimecoin;DIME;$3 021 408;$0,000006;539 096 740 560;$622;0,21%;-6,14%;-18,99%
612;PIBBLE;PIB;$2 996 096;$0,000479;6 248 687 954 *;$51 824;0,00%;1,80%;-5,74%
613;Change;CAG;$2 985 215;$0,094249;31 673 646 *;$14 704;0,29%;1,41%;-6,44%
614;CVCoin;CVN;$2 978 148;$0,240544;12 380 890 *;$507 103;0,60%;2,49%;1,62%
615;Observer;OBSR;$2 977 556;$0,002224;1 338 928 788;$289 539;0,54%;-6,34%;-22,28%
616;Peculium;PCL;$2 972 624;$0,001462;2 032 652 634 *;$64 820;0,33%;0,87%;-10,13%
617;DAO.Casino;BET;$2 962 329;$0,017710;167 270 821 *;$1 858;0,84%;16,69%;-10,58%
618;NANJCOIN;NANJ;$2 958 241;$0,000153;19 361 889 557 *;$11 835;-1,10%;-0,58%;50,44%
619;Kambria;KAT;$2 957 433;$0,002403;1 230 544 848 *;$90 989;-0,29%;-10,88%;-18,18%
620;Phantasma;SOUL;$2 942 437;$0,050442;58 332 939 *;$130 613;0,44%;0,81%;6,41%
621;Hiveterminal ...;HVN;$2 938 596;$0,007155;410 718 841 *;$80 976;0,03%;0,89%;-8,48%
622;ColossusXT;COLX;$2 932 825;$0,000261;11 258 038 489;$7 519;0,21%;-23,83%;-37,88%
623;YEE;YEE;$2 931 448;$0,002147;1 365 218 125 *;$130 295;0,15%;1,69%;-9,17%
624;GridCoin;GRC;$2 926 700;$0,006988;418 815 331;$6 277;0,97%;13,77%;-10,91%
625;DAEX;DAX;$2 907 609;$0,008198;354 666 702 *;$1 980 874;-0,52%;-0,54%;-6,87%
626;Medicalchain;MTN;$2 885 102;$0,010390;277 689 405 *;$763 868;0,86%;2,75%;15,86%
627;sUSD;SUSD;$2 866 031;$0,946783;3 027 125 *;$74 805;0,29%;-0,49%;-2,49%
628;CrypticCoin;CRYP;$2 839 211;$0,001113;2 549 994 072;$73 650;-4,54%;-5,31%;-19,89%
629;Olive;OLE;$2 838 411;$0,010247;277 007 242 *;$7 652;0,21%;12,84%;7,25%
630;ugChain;UGC;$2 827 395;$0,004970;568 842 039 *;$444 956;-1,24%;0,06%;29,11%
631;Eden;EDN;$2 817 140;$0,004695;600 000 000 *;$273 297;-1,24%;2,57%;-5,47%
632;Neurotoken;NTK;$2 791 742;$0,035380;78 906 618 *;$25 655;2,38%;7,71%;2,21%
633;Consensus;SEN;$2 738 859;$0,001683;1 627 253 128 *;$53 965;0,54%;1,54%;0,57%
634;SINOVATE;SIN;$2 731 124;$0,004252;642 378 775;$11 054;-0,87%;-4,24%;6,84%
635;SolarCoin;SLR;$2 729 465;$0,051884;52 607 575 *;$2 720;4,78%;5,62%;4,79%
636;UpToken;UP;$2 724 255;$0,018610;146 388 250 *;$548 086;2,29%;9,40%;16,37%
637;AMLT;AMLT;$2 722 796;$0,011564;235 454 804 *;$691;16,23%;54,71%;19,05%
638;Omnitude;ECOM;$2 718 525;$0,041944;64 813 301 *;$34 883;-2,48%;-4,68%;-10,71%
639;RevolutionVR;RVR;$2 713 826;$0,012923;210 000 000 *;$342 291;0,79%;13,52%;25,30%
640;Global Curren...;GCR;$2 713 263;$0,025615;105 923 487 *;$2 405;0,23%;1,05%;-6,82%
641;Eligma Token;ELI;$2 709 422;$0,019544;138 630 424 *;$213 290;0,47%;-0,83%;10,17%
642;Wibson;WIB;$2 689 835;$0,001055;2 549 922 524 *;$7 678;-0,36%;0,50%;-33,50%
643;Nework;NKC;$2 684 933;$0,018192;147 586 172 *;$300 955;0,43%;0,26%;0,51%
644;Effect.AI;EFX;$2 671 715;$0,010595;252 168 527 *;$4 690;-0,32%;-9,74%;-33,25%
645;CoinPoker;CHP;$2 670 485;$0,008283;322 414 462 *;$32 031;-0,83%;-9,82%;-19,82%
646;QChi;QCH;$2 669 905;$0,082664;32 298 199 *;$171 505;0,74%;-1,38%;-39,18%
647;Titan Coin;TTN;$2 628 180;$0,003102;847 198 788;$78 606;4,42%;-9,69%;-16,19%
648;Chronobank;TIME;$2 619 830;$3,69;710 113 *;$138 733;0,07%;1,13%;0,36%
649;Plus-Coin;NPLC;$2 612 325;$0,004784;546 007 836 *;$2 143;0,21%;12,94%;-16,39%
650;Blockparty (B...;BOXX;$2 601 983;$0,104782;24 832 374 *;$304 821;0,62%;8,97%;14,90%
651;XinFin Network;XDCE;$2 589 816;$0,000668;3 877 481 360 *;$1 137 728;0,79%;1,71%;33,30%
652;Ormeus Coin;ORME;$2 581 089;$0,071887;35 904 998 *;$287 265;0,42%;-0,29%;-29,91%
653;AidCoin;AID;$2 578 123;$0,056479;45 647 599 *;$305 510;2,68%;4,57%;7,56%
654;Optimal Shelf...;OSA;$2 573 930;$0,001852;1 389 796 615 *;$78 185;0,01%;5,41%;-26,62%
655;YGGDRASH;YEED;$2 564 089;$0,000471;5 447 415 594 *;$234 869;0,69%;2,38%;3,43%
656;MonetaryUnit;MUE;$2 545 212;$0,015893;160 149 203;$263 381;-0,24%;15,74%;6,56%
657;ATC Coin;ATCC;$2 541 461;$0,007815;325 210 744 *;$9 670;0,23%;-0,66%;2,94%
658;indaHash;IDH;$2 541 431;$0,006355;399 936 259 *;$1 602;-0,33%;5,37%;68,83%
659;Curecoin;CURE;$2 482 904;$0,102766;24 160 704;$5 295;-3,07%;2,70%;-10,14%
660;SafeCoin;SAFE;$2 473 088;$0,089168;27 735 063;$2 140;10,50%;3,65%;12,69%
661;Kleros;PNK;$2 448 976;$0,010867;225 364 985 *;$9 229;0,54%;-5,86%;-7,57%
662;Howdoo;UDOO;$2 432 901;$0,014524;167 512 217 *;$3 306;0,54%;-17,48%;-35,13%
663;TrueFlip;TFL;$2 429 551;$0,388898;6 247 267 *;$9 679;0,02%;-6,07%;-16,10%
664;Switcheo;SWTH;$2 404 532;$0,004600;522 694 673 *;$16 992;1,00%;-0,17%;1,28%
665;Unibright;UBT;$2 399 302;$0,017018;140 984 219 *;$424 369;0,35%;-2,67%;-14,60%
666;Cardstack;CARD;$2 394 573;$0,001009;2 374 331 134 *;$173 349;0,62%;33,49%;25,85%
667;AI Doctor;AIDOC;$2 357 480;$0,005318;443 295 272 *;$419 777;-0,20%;1,07%;13,55%
668;Nexty;NTY;$2 343 191;$0,000015;151 322 983 777;$3 932;0,57%;-3,45%;3,95%
669;Hi Mutual Soc...;HMC;$2 330 700;$0,005768;404 100 000 *;$108 752;0,17%;6,81%;4,64%
670;ZMINE;ZMN;$2 307 754;$0,017460;132 172 186 *;$18 443;1,56%;1,57%;12,79%
671;Matchpool;GUP;$2 297 660;$0,030635;75 000 000 *;$1 947 499;-3,79%;19,74%;42,86%
672;BANKEX;BKX;$2 294 340;$0,023668;96 938 649 *;$373 878;0,10%;6,71%;27,42%
673;Acute Angle C...;AAC;$2 286 863;$0,009147;250 000 000 *;$4 091 047;1,25%;-1,42%;-15,24%
674;ION;ION;$2 283 499;$0,159991;14 272 691 *;$261 157;0,23%;10,17%;3,68%
675;WOLLO;WLO;$2 273 213;$0,052795;43 057 496 *;$4 980;0,07%;-15,46%;-4,72%
676;Dignity;DIG;$2 269 194;$0,004339;523 036 421 *;$104 891;2,00%;-1,88%;-33,13%
677;Tolar;TOL;$2 248 169;$0,009171;245 146 600 *;$224 241;0,66%;1,58%;2,99%
678;Skrumble Network;SKM;$2 238 235;$0,002219;1 008 729 667 *;$1 250 167;0,55%;-27,42%;-14,39%
679;Next.exchange;NEXT;$2 223 264;$0,645806;3 442 619 *;$36 296;4,37%;5,79%;86,43%
680;Silent Notary;SNTR;$2 223 005;$0,000027;83 470 521 339 *;$392 969;0,00%;13,23%;17,39%
681;ADAMANT Messe...;ADM;$2 213 697;$0,027136;81 577 292;$69 626;-1,73%;-8,80%;-7,17%
682;Expanse;EXP;$2 209 919;$0,210563;10 495 278;$156 983;9,02%;15,00%;16,16%
683;Privatix;PRIX;$2 200 182;$2,01;1 093 386 *;$4 847;0,53%;-6,14%;-3,50%
684;PAL Network;PAL;$2 194 336;$0,005004;438 524 050 *;$261 196;0,26%;16,82%;16,56%
685;Lisk Machine ...;LML;$2 190 440;$0,018254;120 000 000 *;$1 098;0,03%;-10,61%;-2,34%
686;Bitcoin Interest;BCI;$2 187 545;$0,119363;18 326 892;$52 139;0,93%;-9,30%;27,69%
687;DaTa eXchange;DTX;$2 187 482;$0,029265;74 746 933 *;$113 185;0,11%;-2,14%;-24,50%
688;PlayCoin [ERC20];PLY;$2 181 554;$0,012074;180 689 167 *;$926 760;0,54%;-25,69%;-31,35%
689;Humaniq;HMQ;$2 174 089;$0,011734;185 286 753 *;$238 781;1,14%;8,97%;9,25%
690;Rate3;RTE;$2 164 257;$0,002433;889 382 388 *;$308 938;1,39%;2,52%;-0,14%
691;Novacoin;NVC;$2 153 550;$0,921992;2 335 757;$1 447;0,46%;2,54%;5,40%
692;Moneytoken;IMT;$2 137 718;$0,000227;9 430 337 527 *;$20 991;0,57%;-4,97%;-1,75%
693;RealTract;RET;$2 125 027;$0,000193;11 000 000 000 *;$3 915;0,54%;12,01%;15,83%
694;Vipstar Coin;VIPS;$2 110 820;$0,000060;34 893 223 135 *;$2 015 158;-0,24%;1,30%;-10,15%
695;VegaWallet Token;VGW;$2 110 786;$0,189168;11 158 242 *;$14 209;0,63%;0,97%;7,13%
696;Sense;SENSE;$2 105 173;$0,005706;368 960 949 *;$3 336;7,66%;15,03%;-48,43%
697;Zeusshield;ZSC;$2 103 139;$0,001824;1 153 170 765 *;$25 262;0,50%;-0,56%;-7,90%
698;Dynamic;DYN;$2 070 587;$0,147593;14 029 056;$393 592;-2,70%;9,27%;6,09%
699;HashCoin;HSC;$2 064 172;$0,000160;12 863 911 326 *;$4 490;0,10%;0,90%;-7,47%
700;STK;STK;$2 062 750;$0,005997;343 971 372 *;$44 051;0,28%;0,19%;-7,40%
701;Decision Token;HST;$2 061 724;$0,064377;32 025 998 *;$224 412;0,38%;7,65%;-0,77%
702;BitSend;BSD;$2 059 981;$0,088052;23 395 000;$129 323;-0,53%;16,18%;14,85%
703;Open Platform;OPEN;$2 058 338;$0,002863;718 950 534 *;$16 235;0,78%;-0,22%;-8,83%
704;Liquidity Net...;LQD;$2 053 815;$0,047394;43 334 645 *;$159 846;0,86%;4,14%;14,42%
705;Datum;DAT;$2 039 897;$0,002039;1 000 435 124 *;$35 724;0,42%;-0,23%;-5,51%
706;EchoLink;EKO;$2 029 848;$0,004060;500 000 000 *;$457 313;-0,51%;-33,25%;14,99%
707;aXpire;AXPR;$2 020 079;$0,007113;284 010 475 *;$7 799;0,36%;-1,05%;-4,51%
708;HyperSpace;AMP;$1 994 085;$0,019797;100 728 564 *;$254 501;0,58%;16,40%;16,36%
709;Oxycoin;OXY;$1 989 518;$0,002144;927 887 974 *;$42 811;-0,55%;2,60%;-11,66%
710;Mysterium;MYST;$1 989 107;$0,084026;23 672 502 *;$801;0,53%;1,94%;-5,95%
711;HYPNOXYS;HYPX;$1 988 270;$0,000100;19 928 534 801 *;$6 828;-6,56%;-7,30%;-8,02%
712;Cappasity;CAPP;$1 976 457;$0,003718;531 549 149 *;$44 837;1,50%;-6,54%;2,22%
713;CEEK VR;CEEK;$1 976 377;$0,003937;501 951 915 *;$41 017;0,57%;1,23%;-2,93%
714;V-ID;VIDT;$1 975 934;$0,071420;27 666 257 *;$123 890;0,47%;2,76%;7,67%
715;SophiaTX;SPHTX;$1 974 506;$0,005999;329 154 486 *;$128 077;-0,03%;-13,55%;-26,30%
716;Veil;VEIL;$1 968 407;$0,118550;16 603 971;$12 002;-2,79%;-9,10%;-39,82%
717;LUXCoin;LUX;$1 965 019;$0,346956;5 663 590;$988;0,21%;2,83%;-7,40%
718;FuzeX;FXT;$1 963 201;$0,002412;813 878 329 *;$24 747;0,22%;3,87%;-9,69%
719;Internxt;INXT;$1 962 679;$3,12;629 610 *;$44 190;-3,48%;-4,14%;-0,22%
720;Spectre.ai Ut...;SXUT;$1 958 438;$0,079840;24 529 558 *;$968;0,00%;-0,04%;-1,01%
721;LIFE;LIFE;$1 951 327;$0,000083;23 442 468 688 *;$1 895;-0,86%;-2,44%;-11,62%
722;HorusPay;HORUS;$1 940 345;$0,002223;872 861 114 *;$723;0,44%;11,11%;-8,49%
723;Experience Po...;XP;$1 921 768;$0,000007;276 423 698 465;$9 374;0,60%;-8,55%;-25,28%
724;Graft;GRFT;$1 920 424;$0,003530;544 103 392;$10 585;-1,51%;-5,92%;-20,71%
725;Datawallet;DXT;$1 912 663;$0,004901;390 222 225 *;$110 982;0,97%;-5,89%;-3,67%
726;Snetwork;SNET;$1 907 976;$0,012594;151 503 735 *;$169 645;0,51%;2,93%;-8,66%
727;MidasProtocol;MAS;$1 906 688;$0,006458;295 250 000 *;$40 885;0,78%;1,72%;1,91%
728;Pundi X NEM;NPXSXEM;$1 903 336;$0,000782;2 434 893 062 *;$1 953 047;-0,24%;4,63%;34,70%
729;Insights Network;INSTAR;$1 897 606;$0,013732;138 184 058 *;$27 695;0,34%;-4,76%;11,51%
730;GMB;GMB;$1 889 809;$0,003653;517 356 899 *;$131 311;0,77%;12,96%;-12,91%
731;WeTrust;TRST;$1 879 192;$0,020393;92 147 500 *;$1 497;0,41%;5,13%;8,14%
732;NeuroChain;NCC;$1 873 071;$0,005494;340 958 410 *;$38 616;0,32%;-3,07%;3,69%
733;Plair;PLA;$1 872 221;$0,000094;19 858 508 800 *;$20 962;2,04%;7,32%;-1,81%
734;RightMesh;RMESH;$1 865 491;$0,027030;69 014 900 *;$6 415;5,11%;11,80%;-34,14%
735;Halo Platform;HALO;$1 813 751;$0,000463;3 920 712 006 *;$1 430;0,54%;5,96%;6,50%
736;MIB Coin;MIB;$1 806 599;$0,019104;94 566 430 *;$2 296;0,21%;4,40%;2,94%
737;Ubex;UBEX;$1 795 222;$0,000580;3 097 342 740 *;$429 769;0,65%;0,30%;5,56%
738;Musicoin;MUSIC;$1 792 611;$0,001129;1 588 053 744;$9 982;0,23%;0,68%;4,46%
739;Blocktrade Token;BTT;$1 782 011;$0,032269;55 223 643 *;$5 120;0,63%;2,88%;-4,23%
740;Trinity Netwo...;TNC;$1 781 234;$0,005344;333 333 333 *;$16 689;0,13%;0,05%;-3,48%
741;NoLimitCoin;NLC2;$1 773 632;$0,008423;210 579 260 *;$342 336;0,23%;3,34%;-18,30%
742;eXPerience Chain;XPC;$1 765 027;$0,000019;91 090 814 961;$37 578;0,40%;16,31%;-11,20%
743;Friendz;FDZ;$1 764 763;$0,003719;474 554 643 *;$65 982;2,25%;-3,76%;-4,44%
744;Rise;RISE;$1 745 330;$0,012682;137 623 448 *;$2 468;-0,67%;45,56%;26,13%
745;Breezecoin;BRZC;$1 743 097;$0,034271;50 862 239 *;$1 026;1,84%;9,19%;49,31%
746;SelfSell;SSC;$1 726 432;$0,004427;390 000 000 *;$2 487 079;-0,07%;-0,65%;-1,69%
747;Zap;ZAP;$1 711 075;$0,013009;131 534 257 *;$86 059;-2,48%;-9,51%;-25,71%
748;TransferCoin;TX;$1 696 949;$0,218277;7 774 298 *;$178 894;0,89%;12,01%;17,43%
749;Upfiring;UFR;$1 669 446;$0,077289;21 600 000 *;$11 632;0,19%;-49,46%;0,75%
750;GINcoin;GIN;$1 656 192;$0,266655;6 210 991;$2 598;2,47%;-1,73%;-14,08%
751;Electrify.Asia;ELEC;$1 654 976;$0,003125;529 591 830 *;$13 726;1,07%;4,04%;-27,89%
752;Lition;LIT;$1 651 806;$0,068366;24 161 279 *;$480 727;2,37%;3,65%;-10,76%
753;ONOToken;ONOT;$1 651 127;$0,000102;16 176 581 992 *;$34 418;4,92%;10,33%;-42,88%
754;VisionX;VNX;$1 646 666;$0,000549;3 000 000 000 *;$476 430;-1,71%;7,42%;-25,29%
755;Quasarcoin;QAC;$1 640 974;$0,009752;168 276 819;$5 809;0,33%;-4,43%;-9,94%
756;Beetle Coin;BEET;$1 638 941;$0,008714;188 090 149;$58 764;-3,12%;-3,46%;-69,97%
757;BrahmaOS;BRM;$1 638 821;$0,002646;619 267 130 *;$3 097;0,25%;5,40%;9,38%
758;DNotes;NOTE;$1 632 700;$0,012090;135 043 262;$65 591;-7,34%;-4,71%;1,48%
